unit_price,time_on_site,quantity,total,label,movie_rating
20,144.3870446,5,125.9,Low,6.96267979025533
20,161.4063973,3,91.19,Low,7.439596647951145
25,180.6004903,6,156.7,Medium,5.787897741965008
25,119.1832422,4,124.38,Low,6.95618659765586
25,204.9701981,9,241.34,High,5.213155949491262
20,135.5900489,2,57.95,Low,7.708882721230996
25,149.9053145,2,84.4,Low,7.876129112106041
25,201.4087117,9,272.8,High,5.003167827007209
25,136.15774869999998,4,124.04,Low,9.650256767144919
25,167.208314,6,160.06,Medium,6.47004018196218
20,171.02368869999995,9,200.52,High,5.068430491660828
25,74.26640055,3,94.44,Low,5.877579094099533
25,143.26376059999996,7,176.17,Medium,5.672143347301961
25,110.1251199,3,98.9,Low,7.2399547476170305
25,95.5277321,3,98.87,Low,7.027925866965873
20,130.0439134,3,89.83,Low,6.224634926042913
20,132.7619878,6,131.46,Medium,6.310421221793797
20,111.9598584,1,22.64,Low,6.503296964667946
25,124.6302212,2,75.84,Low,7.435841331752862
20,171.6405002,4,110.28,Low,6.122297704026705
25,137.8471181,2,78.31,Low,7.82203293015243
20,139.2582925,5,123.1,Low,5.957865411371867
25,83.39670129999998,3,95.66,Low,7.229822856250207
25,143.1115755,5,135.41,Low,6.030404811807145
25,136.06698569999998,5,144.0,Low,5.804819760038666
20,156.524488,9,203.15,High,5.162977264518621
25,93.31467759,3,104.69,Low,6.919864897435149
20,201.1869874,8,173.16,High,5.400155245335009
25,145.2903275,5,142.96,Low,6.843414147704722
25,136.14430090000002,2,80.9,Low,7.644813564044876
25,131.6542152,5,137.17,Low,5.904636146866995
20,93.73098585,2,60.91,Low,8.794772633171256
25,189.4937204,7,191.62,Medium,5.180888950819782
25,86.72112914,4,118.3,Low,6.447996451724271
20,199.5485332,10,212.97,High,4.822442314025172
25,124.9051,2,82.74,Low,7.556881666385607
25,156.7093724,4,114.48,Low,6.0975506877709025
25,174.40561630000005,6,163.95,Medium,5.812538188406996
25,148.6980106,4,121.5,Low,6.051684680501443
20,167.08363480000003,5,128.26,Low,7.086065314273119
25,81.39934345,1,46.4,Low,7.931076984846479
20,125.9384553,4,111.87,Low,6.8731348529970955
25,109.1753155,1,46.71,Low,8.514670409255148
25,81.24003203,6,158.07,Medium,5.818321615017247
20,164.3167437,5,121.01,Low,6.931871102290916
25,197.2677278,8,217.79,High,5.565148616341033
25,180.1969264,8,217.48,High,4.9780429911204145
25,131.4992528,4,118.99,Low,6.981592248448685
20,110.0109626,4,110.36,Low,5.810027287786753
25,104.4888524,5,144.1,Low,8.932164973860319
25,155.48052280000005,1,55.22,Low,8.302141945309195
20,143.6837967,3,94.1,Low,6.403399165670855
25,164.8629888,3,99.93,Low,7.72040482340161
20,147.2801556,5,128.3,Low,6.8322585877902355
25,156.4018518,7,183.36,Medium,6.119499034578817
20,123.672209,4,112.24,Low,7.005793312925062
25,144.93262230000005,2,79.96,Low,7.6892606073405965
25,168.8522626,6,164.69,Medium,5.72503498540161
25,115.2920748,4,118.88,Low,7.188330126719325
20,142.1875344,4,113.66,Low,7.030980860942397
25,150.16187130000003,2,72.02,Low,7.925726740127238
25,113.90227240000002,4,116.86,Low,7.058000872082982
25,129.97369,5,136.73,Low,6.495986915134917
20,100.6185469,6,130.28,Medium,6.0160047346004175
25,99.10041956,1,41.1,Low,7.6565596530785
20,83.14179955,4,111.73,Low,6.618718806365806
25,104.5828571,2,84.07,Low,7.289624232920165
25,140.9267951,5,132.98,Low,6.888518502031369
20,102.3253924,5,128.68,Low,5.6406959077223195
25,73.60561115,3,107.58,Low,6.9122796827127395
25,162.8581674,10,286.52,High,4.968840589813268
25,122.9825664,6,167.13,Medium,6.038859015816795
20,171.7077304,4,108.06,Low,7.281956092268894
25,173.6780388,6,156.13,Medium,5.989528794757679
25,134.6175027,4,123.48,Low,7.241239521859103
25,130.631376,5,147.08,Low,6.002512287544338
25,164.0285037,5,138.31,Low,7.173622458423851
25,131.1717022,4,126.14,Low,7.075386125562338
20,141.603267,5,116.98,Low,5.65696371948977
25,123.8608028,5,146.44,Low,5.740309238385093
20,114.7972617,5,123.71,Low,6.455706586121063
25,72.28852421,2,79.95,Low,7.837716262877985
25,139.7436843,4,114.87,Low,8.514793257918218
25,135.5423263,5,133.54,Low,6.523484066767127
25,106.2196576,3,99.35,Low,7.116653136643066
25,122.90801770000002,4,123.91,Low,7.189483713934187
20,94.52552236,4,111.7,Low,6.77016328553804
25,111.3174049,6,164.88,Medium,5.946057873053102
25,111.5153131,6,161.57,Medium,6.419660233071822
20,149.3305898,1,27.65,Low,8.122626043279357
25,129.6410195,3,98.61,Low,7.3780964023118605
25,103.3030655,4,116.74,Low,6.913895338993552
20,118.669835,4,111.06,Low,7.151082162485048
25,102.2129484,2,70.99,Low,7.5586619943978715
25,128.4503629,2,84.62,Low,7.427584018576201
20,219.8469135,8,171.98,High,5.1293048485097605
25,132.5846217,6,167.72,Medium,6.325873342967436
25,110.039464,2,78.71,Low,7.43187093754198
25,131.872961,4,114.23,Low,6.117236131428021
20,120.808472,4,112.05,Low,6.696264994519284
25,135.1209041,5,138.23,Low,5.922904344350996
25,173.3453588,6,155.34,Medium,5.223076190174816
25,145.9811333,3,95.3,Low,7.543720975433754
25,140.3212197,4,121.88,Low,7.0039125666450275
25,141.12693330000005,7,193.6,Medium,5.470050164782643
25,62.49575778,2,72.74,Low,8.39054776458297
25,127.9954299,4,128.62,Low,6.915956374376976
25,155.3447742,7,182.92,Medium,5.593532026257738
20,210.3884692,9,201.4,High,4.952248543867907
25,108.5481259,2,79.73,Low,7.346013315841711
25,141.1627269,4,122.62,Low,7.0001473103644996
25,68.50060705,2,67.61,Low,7.1077133106735575
25,97.52534549,6,156.34,Medium,6.141520576788479
25,88.57432863,2,78.1,Low,7.361661988699901
20,158.5131437,3,86.81,Low,7.714993172411177
25,129.4021794,3,96.59,Low,7.3555663635453055
25,143.0212955,7,175.03,Medium,5.528242384138183
20,123.377742,6,129.32,Medium,5.361288128557981
20,219.5126232,9,199.39,High,4.972443923394799
20,78.06044045,3,89.86,Low,6.8365526426597185
25,110.8706826,4,115.21,Low,6.575335682746908
25,133.8329917,8,227.56,High,5.086287539218639
20,223.0170076,8,173.6,High,5.108288023894843
25,183.6673064,10,275.02,High,4.924530887848104
25,177.35340580000005,8,230.43,High,5.024448511863599
25,113.0715522,6,163.89,Medium,6.218570874780632
25,203.8516165,10,279.39,High,4.857548950172836
25,97.99194539,3,103.09,Low,7.148479137568575
25,139.1817931,5,146.91,Low,5.949495211397087
25,97.6821602,1,54.79,Low,8.190634227030412
25,80.09583843,1,49.32,Low,8.529208600940578
20,172.3007977,6,131.48,Medium,5.652336766992054
25,113.28833459999998,5,140.4,Low,8.752608860406504
25,110.3192731,3,99.97,Low,6.157044732538726
25,153.2820385,3,100.36,Low,7.2769251202340826
25,122.079733,4,116.57,Low,7.149350203106003
25,96.12166306,1,53.28,Low,7.853403809316074
25,67.1081841,2,68.48,Low,7.223501311362238
25,208.1608645,9,242.04,High,4.942462757617239
25,181.2679186,8,210.22,High,5.239376722873199
20,118.22002890000002,4,111.62,Low,7.157757659777402
20,92.46925959,1,22.55,Low,7.649861066119371
25,154.529596,4,120.49,Low,6.064750087286261
25,209.0232108,7,180.86,Medium,5.250158734221158
20,100.1485259,6,131.74,Medium,5.745845536076776
20,155.58785790000005,9,199.43,High,4.901305230821041
25,101.4748968,2,76.01,Low,7.414764464078032
20,126.3607778,2,64.91,Low,7.572105761245337
25,120.92654009999998,6,162.51,Medium,6.263197426862607
20,146.2210582,5,124.39,Low,6.580521968222147
25,167.4798306,5,145.52,Low,6.833387257245527
20,115.2568899,4,111.36,Low,8.265893604549841
25,141.2195161,5,133.25,Low,5.721588349427298
25,132.2136226,3,105.76,Low,7.406476222218277
25,142.0519876,5,146.99,Low,5.891819322100149
20,86.80986777,1,20.88,Low,8.6207246107369
20,127.9932636,8,169.97,High,5.038040230148831
25,120.26744879999998,2,84.33,Low,8.198751168599014
25,194.9984476,7,179.22,Medium,5.1868583576096405
20,92.64786481,4,113.62,Low,6.560915854968994
20,148.5726765,5,114.3,Low,5.952451190573764
25,118.917269,5,139.15,Low,8.191589282264726
25,140.8595003,9,268.49,High,4.826606436440933
25,214.30734680000003,7,178.33,Medium,5.219028596956246
25,124.6453636,8,236.09,High,4.93956899149901
20,154.8464571,4,109.03,Low,6.192298826566673
25,132.0134384,6,159.35,Medium,6.402490857223332
25,102.1056505,2,74.28,Low,7.373583064540618
25,169.1753977,9,267.63,High,4.994443382353779
20,80.66117543,4,110.71,Low,8.002927896031691
25,198.8725443,6,160.4,Medium,5.2569566834004835
20,212.6461161,10,228.22,High,4.851224639708587
25,138.1680242,4,128.99,Low,7.004878163605401
25,158.79286100000004,2,84.2,Low,7.975527132591187
25,120.0955789,2,76.7,Low,7.60593790789622
25,98.02632009,4,128.79,Low,8.832023823451642
25,130.6812836,2,85.38,Low,7.453088193368696
25,107.6455648,6,164.46,Medium,5.465233642095035
25,149.62057280000005,7,191.34,Medium,5.775214497565562
20,151.4665469,4,110.79,Low,6.2020947403962845
25,104.672642,4,122.95,Low,6.91254571295275
20,66.56137159,3,87.17,Low,8.260417608277491
20,167.1813405,6,131.47,Medium,5.65161588079432
20,199.7627969,8,173.63,High,5.307870192744439
20,155.40493069999997,7,148.38,Medium,5.45975667056413
25,127.7363258,2,73.17,Low,7.6203902332634135
25,233.2229372,8,210.08,High,5.154100897909136
20,142.19691569999995,7,153.65,Medium,5.611551633451853
25,155.615219,3,96.03,Low,7.787257482104291
25,58.22187387,1,52.67,Low,9.22409992848228
20,76.91720682,6,130.73,Medium,5.652035661083183
25,164.8399637,6,155.22,Medium,5.711176621997494
20,155.3233279,7,147.84,Medium,6.2307338075739676
20,149.4824286,7,152.04,Medium,5.288048019878333
20,134.14567240000002,3,91.89,Low,6.207092906023728
25,122.1523067,2,86.51,Low,7.92597341574497
25,148.3269644,3,102.8,Low,7.390135645188563
25,181.2287956,7,198.51,Medium,6.436139618318019
25,164.8372653,5,136.17,Low,6.711221906585778
25,149.8192645,2,79.38,Low,8.452718196485925
25,129.2361639,4,127.84,Low,6.063914295943609
25,177.1984313,4,116.14,Low,6.289501184076797
20,91.73839113,1,24.28,Low,8.05885342811192
20,160.13515149999995,6,131.05,Medium,6.5134407345019865
20,131.64729309999998,4,113.31,Low,8.169309115934585
25,130.6207682,7,194.52,Medium,5.933717198905613
25,124.2474423,6,169.02,Medium,6.137609602486722
20,125.3083693,2,56.46,Low,7.808371730554436
25,94.8404873,4,125.72,Low,6.64522839083644
25,74.4581739,3,103.98,Low,7.03744837476629
25,138.0419461,5,134.99,Low,6.56240000437529
20,105.1838215,3,93.27,Low,7.0525379572897435
25,180.2928392,8,237.58,High,5.30030654289949
20,147.0054361,3,88.17,Low,7.279647244155417
25,128.1594995,5,145.93,Low,6.5184085036060795
25,212.3327432,8,217.5,High,5.074528559787094
25,187.2810202,8,215.56,High,5.059945157684867
25,134.073622,7,198.12,Medium,6.0913774500129625
20,110.9728932,4,110.98,Low,8.396625479391313
25,216.6488017,10,278.19,High,4.860762130700939
25,155.4105536,7,192.75,Medium,5.256373050299569
25,179.4848135,6,156.25,Medium,6.68296036952213
25,101.499993,2,83.02,Low,7.5763627607014215
25,108.0365389,4,128.18,Low,9.304359838499224
25,98.72058267,3,107.44,Low,7.253237148740982
25,150.9584117,7,194.97,Medium,5.316695778079383
25,109.6703708,4,124.75,Low,6.504322207636403
20,108.7261877,2,60.56,Low,7.569465589924421
20,101.7750323,3,91.06,Low,7.2315239090045935
25,161.72444299999995,3,102.46,Low,7.45156699406361
20,108.407915,5,120.99,Low,5.631525171298533
20,147.69822659999997,1,31.2,Low,8.196733403868762
20,113.002688,3,89.13,Low,6.104336380732314
20,175.0340956,6,129.83,Medium,5.256310037622852
25,103.104647,3,104.04,Low,7.065257818691192
25,110.4056907,2,86.61,Low,7.329046381279901
25,159.1939589,3,104.42,Low,7.426870814228436
20,174.0153972,6,132.5,Medium,5.651137518816861
25,79.6504634,1,42.7,Low,7.884752505138888
25,96.43846778,6,158.09,Medium,5.979490243658312
20,112.5980911,4,110.68,Low,6.965401382016921
20,96.10542004,4,108.61,Low,8.168197799022872
25,143.3852263,6,160.55,Medium,6.441223103214514
25,152.2131054,5,144.55,Low,7.069830066270252
25,80.62897302,3,97.25,Low,8.76786581709542
25,161.90364319999995,7,175.13,Medium,5.381741817872654
25,119.22381740000002,4,115.55,Low,7.240999592262238
25,121.56409740000002,4,118.57,Low,8.50853372535694
20,89.07293277,4,108.27,Low,6.502930047418424
25,152.6154191,7,193.9,Medium,6.406617505115429
25,110.1336879,4,120.45,Low,8.1528308115517
20,59.43770376,4,110.89,Low,7.839367560350785
25,187.5287122,8,214.25,High,5.553534298883143
20,165.78360519999995,8,173.49,High,5.269218051959749
25,155.8149273,5,145.61,Low,7.010958176902667
20,206.6485807,8,172.7,High,5.127351006090938
25,109.32524340000002,3,101.23,Low,7.232899495066018
25,118.8487193,4,116.18,Low,7.063011373890166
20,104.4606793,6,132.63,Medium,5.294198694614631
20,163.8449035,6,131.08,Medium,5.787805446715905
25,152.1919541,6,158.89,Medium,5.796149609465543
25,68.07663497,1,46.94,Low,8.846517468127708
20,118.6120976,6,131.84,Medium,5.369059789444434
25,125.1857204,5,142.3,Low,8.597729315736277
25,86.84230741,7,192.61,Medium,5.100327371852414
25,52.95806038,4,114.46,Low,6.446816705962871
20,167.9581051,6,131.37,Medium,5.821478171542853
20,103.9222553,2,66.83,Low,7.47992907071642
25,83.87361894,3,95.33,Low,7.248173086296453
25,103.3558742,2,78.25,Low,8.970988666953781
25,138.145208,5,145.5,Low,6.521715923282864
25,95.59286079,3,106.27,Low,7.064855958123418
25,123.4745336,5,144.05,Low,5.966160039148538
25,83.99061490000003,1,54.78,Low,7.746388975951922
20,115.3771178,2,63.34,Low,7.620476922912736
20,227.7069586,11,238.94,High,4.921062444353547
25,126.119752,6,162.9,Medium,6.125066481537942
25,225.6554624,10,274.99,High,5.1609082164087035
25,119.8072728,8,236.38,High,5.199041399423729
25,94.70636665,1,45.0,Low,7.850095762904006
20,158.9844627,5,116.33,Low,7.236120103772087
25,155.23307490000005,9,266.23,High,4.9820620517533865
25,154.4269949,2,79.74,Low,8.057277035845305
25,119.7071471,2,75.54,Low,7.827034693786343
25,132.0076223,3,102.68,Low,7.452881483774854
20,120.6044815,2,63.94,Low,8.163571560391256
20,147.7211524,5,119.73,Low,7.036226001079365
25,85.47296844,3,103.3,Low,6.819198204813977
25,90.30025177,3,96.69,Low,6.839906975113015
25,189.4497951,8,220.55,High,5.619786670366527
20,183.69350380000003,5,119.96,Low,6.037928091958846
25,111.36600990000002,6,164.26,Medium,6.2556022362129955
25,81.84785090000003,3,100.5,Low,7.220988108392849
25,110.0533905,5,133.75,Low,5.76582814269752
25,99.2866931,1,48.41,Low,8.10081020728048
25,181.70489780000003,8,233.79,High,5.577204731163161
25,132.2814753,3,98.34,Low,8.176743694431966
25,146.3597549,2,81.43,Low,7.941385368784309
25,159.0562449,7,179.64,Medium,5.277708282908268
25,107.6174665,4,120.01,Low,8.309071782973962
25,129.4106858,5,133.75,Low,5.747412178515146
25,176.1152734,7,197.16,Medium,5.1930155092538985
25,207.7773461,8,225.5,High,5.181686252950764
20,164.81473400000004,1,21.23,Low,8.256842122642881
20,115.6213004,3,88.79,Low,8.288375097112777
25,118.7562946,4,117.3,Low,7.002435503510958
25,127.4151784,6,159.65,Medium,6.440731495146872
25,156.80250990000005,4,114.67,Low,6.273233198599171
25,93.59506061,4,120.08,Low,6.772909684767027
25,109.00692759999998,1,52.04,Low,7.765527243586476
25,153.05281200000005,6,163.32,Medium,5.789783410033337
25,112.3679922,5,133.5,Low,8.115552736175074
25,150.83764530000005,7,181.45,Medium,6.298218506613044
20,174.8598389,8,170.46,High,5.345738666268246
25,108.0239702,4,115.91,Low,6.690137530771155
25,152.30090369999996,5,145.09,Low,5.898607860599668
25,90.75092256,3,97.94,Low,7.250082748427391
25,155.2782559,7,197.68,Medium,5.487386892462431
25,172.18721619999997,4,121.12,Low,6.353631680255882
25,145.0893638,8,238.66,High,5.126882906800336
25,107.5336676,1,38.22,Low,8.000162424804122
25,136.47270690000002,5,134.33,Low,5.80109094980727
25,226.81837940000003,2,80.38,Low,8.845202592669583
25,145.23464669999996,4,123.55,Low,6.2049386351504126
25,124.834449,7,188.74,Medium,5.9708357297582575
20,139.3989216,1,29.03,Low,8.40852727009382
25,155.0724208,6,168.5,Medium,5.726653718834097
25,86.13928993,2,69.06,Low,8.613180287665456
25,208.8461045,8,234.61,High,5.204408572337406
25,92.37270984,1,48.94,Low,7.612826453825158
25,150.9356842,3,102.13,Low,7.414680090564378
25,160.9321501,4,127.83,Low,6.081415590577282
25,164.54320369999996,5,139.94,Low,6.804693465848057
25,122.4666092,2,83.81,Low,7.37300234591042
25,84.69955693,3,96.89,Low,6.835413200416262
25,104.0636968,6,157.36,Medium,5.966666481513678
25,153.2646225,7,197.29,Medium,5.390788034431193
25,188.4831311,8,219.28,High,5.352758912083006
20,108.9708452,5,119.47,Low,5.6419190810275115
25,128.8217058,2,68.47,Low,7.496247018549189
20,115.1608495,3,91.93,Low,9.052049943368345
25,137.11889319999997,8,210.04,High,5.131361786538895
20,180.1690837,9,199.25,High,5.140777371590539
25,211.5342996,7,177.03,Medium,5.233202299474381
20,110.2536719,3,93.04,Low,6.076322548863848
25,126.4925491,2,85.23,Low,8.001840932183615
20,127.8510586,7,148.8,Medium,5.232100549581632
25,123.3245589,5,146.9,Low,6.477161510555062
20,133.2084893,6,132.62,Medium,5.558357323294451
25,147.4406969,2,72.38,Low,8.051999539293043
25,190.4626472,8,208.84,High,5.465760019770754
20,110.0460059,6,132.47,Medium,6.292967840838123
20,124.5459639,6,129.66,Medium,6.399246863818919
25,147.05723659999995,5,140.57,Low,5.945004320840702
25,111.4179904,6,157.52,Medium,5.891532430095292
20,169.6038726,6,130.61,Medium,5.718368261851754
25,175.2586353,6,157.42,Medium,6.465525857075974
25,145.1930346,7,191.13,Medium,5.451933040004952
25,207.6098653,9,260.67,High,5.068170108380163
25,188.6724985,9,269.57,High,5.0098202484193095
20,157.6826657,3,90.24,Low,7.492140283909235
25,119.4841143,2,81.22,Low,7.784959574974545
25,109.778898,4,127.56,Low,6.860143816225685
25,156.6440321,5,141.81,Low,8.665608701940085
25,200.302199,9,269.83,High,4.999701603142668
20,124.5840545,2,62.03,Low,7.785483777137118
25,134.89478290000002,5,138.74,Low,5.992089792840979
25,158.36369209999995,4,128.35,Low,6.260233514921264
25,168.1744904,3,98.95,Low,9.488781682873046
25,111.6223878,3,95.7,Low,7.238445385419595
25,150.3794252,10,279.18,High,4.634637422078906
20,129.0421452,5,119.99,Low,5.781016919245603
25,131.4631272,2,76.14,Low,7.879577590511131
25,122.9344936,7,187.03,Medium,5.320086239491811
25,153.4496761,7,182.2,Medium,5.586883095592967
25,126.3411172,3,97.47,Low,8.247006395819774
25,156.40399430000005,6,168.32,Medium,5.747275714007378
25,124.4143687,5,138.86,Low,5.664308519329746
25,149.147414,1,42.38,Low,8.151662872567604
25,106.6802155,4,124.28,Low,6.840369614940969
20,122.0340688,2,65.86,Low,7.534726251534282
25,129.700897,2,74.02,Low,7.531029461878509
25,111.5545055,2,83.26,Low,7.72196691353047
25,143.3369283,7,174.61,Medium,5.358122619065092
25,134.188749,2,76.09,Low,8.07165011049463
25,162.041987,7,189.24,Medium,6.241564727986802
25,163.27625580000003,1,37.68,Low,8.629005831672542
25,88.14693639,3,106.0,Low,7.1704325412726995
25,99.33327803,4,127.84,Low,6.689696497180226
25,114.8238058,3,104.34,Low,7.26506152591752
25,132.5999897,4,115.22,Low,7.009461172943408
20,166.2247358,1,27.74,Low,8.367329634996828
25,171.5420563,5,137.59,Low,6.039857534991319
25,70.24021019,1,41.98,Low,7.6771447858496895
20,154.40946430000002,5,123.02,Low,6.8399483594942705
20,150.2422686,3,88.68,Low,7.367910815199779
25,92.91346049,1,33.26,Low,8.681667167579256
20,137.2487726,7,153.59,Medium,5.413845493134518
25,147.148944,4,124.64,Low,7.107569586183388
25,123.1049909,2,85.53,Low,7.472722502816314
25,158.21421850000004,5,145.05,Low,7.095489215354736
20,67.91091176,1,23.28,Low,7.387547606221328
20,105.3213238,4,113.13,Low,5.864904921231458
25,183.9628445,8,219.56,High,5.480248077045249
20,110.8492363,1,27.89,Low,7.812480935739103
25,149.9578221,6,157.17,Medium,5.713259415269684
20,164.3017793,5,124.3,Low,7.141703790013151
25,128.0324828,5,139.8,Low,6.012537705603
25,133.24574579999998,5,135.7,Low,6.76063106099703
20,184.2646786,3,91.68,Low,6.551383023821023
25,63.58685954,3,103.34,Low,6.953358185165757
20,137.0302898,3,91.91,Low,7.355572346895784
25,75.34510803,3,106.73,Low,7.1453641722220524
25,102.9370144,1,52.57,Low,7.921978764424643
25,88.79630607,2,79.02,Low,7.333765772406546
25,121.2411611,2,67.68,Low,7.94266268010638
25,141.7236914,3,106.4,Low,7.289260279772837
25,168.28226840000005,9,272.16,High,5.166831485224575
25,148.27741540000005,5,143.31,Low,6.945240234423756
25,137.9946994,1,35.67,Low,8.106407432023854
20,98.09751352,2,62.35,Low,7.290429997218252
25,139.25828969999998,7,189.18,Medium,5.35363725966127
25,86.8368907,1,46.61,Low,7.601804319869028
25,200.6653739,9,257.32,High,5.032015746204228
25,115.0864757,2,84.91,Low,8.536844804011087
25,191.6077481,10,276.02,High,4.796448003565568
25,78.23628188,1,41.43,Low,7.533963958896858
20,114.6975139,8,174.21,High,5.182424438476102
25,190.6868659,9,249.96,High,5.0101067433723365
25,79.67261932,3,102.9,Low,6.974387128133371
25,123.95526,6,160.42,Medium,5.489179352613913
20,104.7925754,2,58.21,Low,7.539956527043405
25,147.01891899999995,5,135.29,Low,6.696545748764619
20,107.07137040000002,5,114.57,Low,5.696267008730126
25,192.2135609,9,247.26,High,5.03806380785848
25,128.5906152,3,95.03,Low,7.373930848855133
25,180.1350263,10,287.59,High,4.848174686084447
25,133.0014253,5,145.97,Low,5.771447586902412
25,153.0912628,7,185.92,Medium,5.917880555094062
25,138.6897767,5,133.96,Low,5.969712517008311
25,143.4869524,5,144.82,Low,5.833031263057257
20,110.4647941,6,130.52,Medium,5.98190973688146
25,122.665068,8,204.33,High,4.914271214724965
20,169.929105,6,131.74,Medium,6.50547438311143
20,120.8456966,6,130.31,Medium,5.365408707623167
25,117.5123256,4,127.3,Low,7.134007384234806
25,85.87408844,5,144.74,Low,6.350486379046705
25,163.9796658,8,206.44,High,5.233993979461757
25,153.287101,3,106.16,Low,7.747039829376019
25,55.49026398,1,38.08,Low,7.491632760680783
20,103.1530388,1,32.42,Low,8.08338828634045
25,116.4177192,4,122.27,Low,7.184094557032787
25,80.62037804,3,106.33,Low,7.1651275428152115
25,112.3794779,6,165.78,Medium,5.5273072884787275
25,70.61544783,5,144.17,Low,5.9637030879455555
25,146.12899109999995,7,187.45,Medium,5.58683377568974
25,155.442954,7,183.6,Medium,5.57270357791992
