unit_price,movie_rating,time_on_site,quantity,label
25,6.81,123.2835243,4,Low
25,6.45,139.677098,5,Low
25,5.33,175.94642819999999,6,Medium
20,6.93,123.4072838,3,Low
25,6.99,119.8955902,2,Low
25,5.46,182.7443124,6,Medium
25,7.96,96.86277422,5,Low
25,7.49,120.55439309999998,2,Low
25,4.66,201.71798969999998,8,Medium
25,7.12,128.8217058,2,Low
25,4.61,209.69603759999998,9,Medium
25,7.93,83.58192198,2,Low
20,6.99,128.17592209999998,3,Low
25,7.42,123.0031357,2,Low
20,7.83,100.2083357,3,Low
25,4.5,219.4555389,9,Medium
25,4.7,201.8220336,8,Medium
20,4.64,225.38041859999998,8,Medium
25,6.91,133.02491809999998,3,Low
20,5.22,188.2103751,7,Medium
25,4.66,222.7885242,8,Medium
25,6.94,142.1202409,3,Low
25,7.32,111.98460700000001,2,Low
20,4.59,235.5459245,10,Medium
25,7.47,106.45943500000001,1,Low
25,6.87,126.50031409999998,4,Low
25,6.72,145.6976621,4,Low
25,5.58,186.53279719999998,6,Medium
25,6.27,143.9468052,5,Low
25,6.12,173.3400216,6,Medium
20,4.51,210.38846919999997,9,Medium
25,6.34,153.21993659999998,5,Low
25,4.98,216.630892,6,Medium
25,5.81,170.53067080000002,4,Low
20,7.03,130.6830403,3,Low
20,6.28,147.4939434,5,Low
25,6.37,146.0834896,5,Low
25,7.37,113.742893,2,Low
20,7.17,123.1871852,2,Low
25,5.92,179.95393810000002,7,Medium
25,6.77,132.36466059999998,4,Low
25,6.09,166.01635380000002,3,Low
25,7.54,112.773848,1,Low
20,5.78,161.83748480000003,4,Low
25,4.79,195.59772080000002,8,Medium
25,6.68,150.71556030000002,5,Low
25,7.82,89.16505824,2,Low
25,7.98,99.61634771,4,Low
20,5.81,161.6067429,4,Low
25,7.52,108.0837014,1,Low
25,5.63,168.39558530000002,8,Medium
25,4.58,225.16070290000002,9,Medium
25,6.7,144.4544737,4,Low
20,7.11,135.32099119999998,3,Low
20,5.59,176.4766722,6,Medium
25,6.93,126.88083909999999,3,Low
25,6.68,134.21307040000002,4,Low
20,8.09,83.68851059999999,4,Low
25,5.82,159.3919354,7,Medium
20,4.8,201.4316452,7,Medium
25,5.4,175.0942481,6,Medium
25,6.99,118.76093119999999,2,Low
25,7.57,101.22267,1,Low
25,4.75,207.7773461,8,Medium
25,6.08,150.4924676,5,Low
25,6.47,147.3352648,5,Low
20,6.81,140.5521647,4,Low
20,4.97,194.37265290000002,8,Medium
25,7.47,119.79933799999999,2,Low
25,6.51,145.08920519999998,5,Low
25,7.4,119.66963799999999,2,Low
25,4.84,235.949658,7,Medium
25,5.24,188.3311297,7,Medium
20,6.05,152.65284430000003,6,Medium
20,6.85,144.0421588,4,Low
20,4.77,226.97468730000003,8,Medium
20,6.18,146.2210582,5,Low
25,6.91,132.52195849999998,3,Low
25,5.23,181.4448155,6,Medium
25,7.98,95.60200861,2,Low
25,6.61,136.344672,4,Low
20,4.81,209.4052207,7,Medium
20,5.87,169.7109293,4,Low
25,7.64,111.696693,1,Low
25,7.88,93.18601337,4,Low
25,6.86,122.13408670000001,4,Low
20,4.63,223.4639696,9,Medium
25,7.75,90.72624633,5,Low
25,6.53,139.4168396,5,Low
25,6.64,141.6575562,4,Low
25,6.59,136.14993909999998,4,Low
20,4.77,199.5294257,8,Medium
25,4.91,205.10795269999997,6,Medium
25,4.59,206.13853769999997,9,Medium
25,7.0,129.6410195,3,Low
25,7.26,129.9261156,2,Low
25,6.91,136.107213,3,Low
25,6.59,158.951694,5,Low
25,7.3,129.014727,2,Low
25,7.0,122.4666092,2,Low
25,7.11,121.43025970000001,2,Low
25,6.4,153.9076586,5,Low
25,7.47,112.491171,1,Low
25,6.83,150.5405741,4,Low
20,6.21,150.47605719999999,5,Low
20,6.81,131.6046576,4,Low
25,7.08,130.4643008,2,Low
25,7.34,108.6556027,2,Low
25,7.07,132.86689950000002,3,Low
25,6.83,148.6960699,4,Low
20,7.04,115.5976811,2,Low
20,4.42,218.12773190000001,11,High
25,7.76,110.9319778,2,Low
20,6.85,134.0452623,4,Low
25,5.12,195.6299658,8,Medium
25,4.74,205.7556526,10,Medium
20,5.77,173.91965869999999,4,Low
20,7.0,144.9621673,3,Low
20,6.44,147.2801556,5,Low
25,4.45,237.9347477,11,High
20,7.24,115.7031504,2,Low
25,7.73,107.51631979999999,1,Low
25,5.74,173.7947738,5,Low
25,6.8,139.22929440000001,4,Low
25,4.45,235.8449558,11,High
25,4.87,208.22256430000002,9,Medium
25,6.93,122.11833179999999,3,Low
25,4.44,223.4083816,11,High
25,6.93,135.19471719999999,3,Low
25,6.09,159.8412591,6,Medium
20,6.46,162.76550480000003,5,Low
25,7.47,118.23239099999999,2,Low
25,7.17,132.3016071,2,Low
20,5.2,185.0889365,8,Medium
25,4.54,207.80608059999997,9,Medium
25,4.57,232.392971,10,Medium
25,7.91,103.56871140000001,5,Low
25,5.19,189.3531389,8,Medium
25,4.47,210.54700219999998,10,Medium
25,5.76,178.2050154,5,Low
25,7.04,137.14412030000003,3,Low
25,6.9,134.3186896,3,Low
20,6.59,157.1831566,5,Low
25,6.48,153.5410751,5,Low
20,6.48,156.9864912,5,Low
25,7.0,142.44470269999997,3,Low
25,7.66,101.8351036,1,Low
25,5.66,168.0566285,4,Low
25,5.49,196.4506383,6,Medium
25,5.7,192.3188,5,Low
25,7.56,109.06285220000001,1,Low
25,6.88,134.58401659999998,4,Low
25,8.34,78.15546521,3,Low
25,5.43,172.7917158,6,Medium
25,7.71,112.92311219999999,1,Low
25,7.18,117.4344154,2,Low
25,6.82,147.0497251,4,Low
25,8.27,86.13928993,2,Low
25,7.44,109.44426299999999,1,Low
25,7.1,121.86936920000001,2,Low
25,6.98,137.8728071,3,Low
25,5.78,187.38013840000002,5,Low
20,7.83,90.82707117,2,Low
25,6.83,131.9311267,4,Low
25,7.09,116.8250362,2,Low
20,5.71,171.6405002,4,Low
25,7.21,112.355382,2,Low
20,7.17,127.4262949,2,Low
25,5.76,171.4477957,7,Medium
25,6.89,122.2524294,4,Low
25,7.3,113.79474029999999,2,Low
20,7.65,115.4217098,1,Low
25,6.76,144.1167175,4,Low
25,6.01,152.6154191,7,Medium
25,7.14,118.9790399,2,Low
25,5.26,180.9870823,6,Medium
25,5.54,184.4266131,6,Medium
25,7.41,125.8420656,2,Low
25,4.7,207.8778257,8,Medium
20,4.52,214.4480858,9,Medium
25,4.58,203.6095772,9,Medium
20,7.98,97.08216682,5,Low
25,7.69,109.75650279999999,1,Low
25,7.76,110.6961961,2,Low
25,4.71,212.2246778,8,Medium
25,5.19,194.6666056,8,Medium
25,5.62,166.1497964,5,Low
25,6.58,151.6298227,5,Low
25,4.61,222.42128619999997,9,Medium
20,7.2,126.3607778,2,Low
20,6.34,157.5522905,5,Low
25,7.25,115.0248951,2,Low
20,4.55,216.68782280000002,9,Medium
20,4.93,214.282927,6,Medium
25,7.64,99.25843494,1,Low
20,6.33,160.7840668,5,Low
25,6.4,167.4651259,5,Low
25,6.66,132.0765856,4,Low
25,6.64,146.4034359,5,Low
25,6.49,142.6068246,5,Low
25,6.64,140.5563414,4,Low
20,6.0,155.8220148,4,Low
25,4.46,208.29605130000002,10,Medium
25,5.95,162.8867095,7,Medium
25,4.9,229.3185358,7,Medium
25,6.08,157.6241099,6,Medium
25,5.56,174.6924601,6,Medium
25,6.8,134.59650969999998,4,Low
25,5.45,179.1341397,6,Medium
20,5.95,163.07487959999997,4,Low
25,4.87,223.21037090000002,7,Medium
20,6.77,129.37928259999998,4,Low
25,7.43,121.0867424,2,Low
25,6.26,144.7644326,5,Low
25,7.1,123.1049909,2,Low
25,6.5,139.3139102,5,Low
25,6.05,152.52519619999998,3,Low
20,6.87,150.8320999,4,Low
25,6.74,125.92524070000002,4,Low
25,4.63,212.0872239,9,Medium
20,6.75,145.1042814,4,Low
20,5.77,194.5550362,5,Low
25,7.68,106.0461188,1,Low
25,5.36,185.2498671,6,Medium
25,5.68,197.481155,5,Low
25,5.76,170.94160259999998,4,Low
25,4.8,212.38032579999998,7,Medium
20,6.44,140.8304554,5,Low
25,5.02,202.25371,5,Low
25,7.17,115.92784499999999,2,Low
25,5.13,182.6792254,8,Medium
25,5.4,181.5402806,6,Medium
25,6.97,145.2513065,3,Low
25,5.7,163.55502030000002,7,Medium
25,6.89,120.180733,4,Low
20,5.94,171.33380380000003,4,Low
25,6.76,153.443172,5,Low
25,5.07,196.78255719999999,8,Medium
20,4.7,219.84691349999997,8,Medium
20,5.37,184.67436659999998,6,Medium
25,4.57,224.2848171,9,Medium
25,6.66,129.1430047,4,Low
25,6.64,129.5702214,4,Low
25,6.61,149.08365890000002,5,Low
25,6.05,161.820132,6,Medium
20,6.93,134.5473614,3,Low
20,7.5,103.6251137,1,Low
20,7.43,116.3126846,2,Low
20,7.47,100.048677,1,Low
20,5.39,182.9928401,6,Medium
25,6.75,137.12470119999998,4,Low
25,6.65,130.8736349,4,Low
25,7.37,112.1084929,2,Low
20,7.45,125.4030496,2,Low
20,6.83,149.059327,4,Low
20,5.65,176.188721,5,Low
20,5.32,179.7377024,6,Medium
20,6.97,119.1544408,2,Low
20,7.48,111.19614070000002,1,Low
25,4.59,202.44952469999998,9,Medium
25,6.17,159.4096812,6,Medium
25,6.77,129.8002304,4,Low
25,4.64,201.528144,8,Medium
25,6.71,129.3061944,4,Low
25,7.11,120.51783799999998,2,Low
20,4.71,202.1828721,8,Medium
25,7.72,94.23107563,1,Low
25,6.04,157.1425231,7,Medium
25,6.81,133.7819513,4,Low
25,7.9,101.93540329999999,4,Low
25,6.2,147.40761750000001,5,Low
25,5.72,164.69211769999998,4,Low
25,4.39,240.0206752,11,High
25,5.29,177.8049023,6,Medium
25,4.64,211.818025,8,Medium
25,7.44,124.1442193,2,Low
25,5.48,188.5211295,6,Medium
25,6.9,142.10834340000002,3,Low
20,7.49,120.1479562,2,Low
25,5.4,174.40561630000002,6,Medium
20,7.69,105.1750706,1,Low
25,5.3,187.8784718,6,Medium
25,6.78,133.1582413,4,Low
25,6.82,147.8201647,4,Low
20,8.58,71.21218288,5,Low
25,6.34,146.1082447,5,Low
25,7.21,109.43349750000002,2,Low
25,5.87,174.65333,4,Low
20,4.56,221.22531370000002,9,Medium
25,7.15,123.6099206,2,Low
20,7.18,128.8554695,2,Low
25,6.96,145.0187886,3,Low
25,4.63,209.1572973,9,Medium
25,6.81,140.16449680000002,4,Low
25,7.96,92.11972948,2,Low
20,7.13,137.3304541,3,Low
25,6.48,140.24121,5,Low
20,5.32,187.34908969999998,6,Medium
25,6.9,149.114838,3,Low
25,5.16,183.3450053,8,Medium
20,5.51,198.9883369,6,Medium
20,6.27,170.88570819999998,6,Medium
20,4.98,198.4333215,5,Low
20,6.62,134.5978864,4,Low
25,5.86,161.38735569999997,4,Low
25,6.73,154.0751081,5,Low
25,6.49,139.30927240000003,5,Low
25,7.03,132.2136226,3,Low
25,6.66,139.0511146,4,Low
25,7.25,125.3766492,2,Low
20,6.78,130.710527,4,Low
25,6.64,137.0713613,4,Low
20,5.66,184.331151,5,Low
20,7.43,112.1854493,2,Low
25,6.51,141.2123486,5,Low
25,6.84,152.2842841,4,Low
25,6.88,139.01296069999998,4,Low
25,7.13,113.66781370000001,2,Low
25,4.59,223.9843203,9,Medium
20,4.5,214.50078169999998,9,Medium
20,5.48,177.87558090000002,6,Medium
25,6.58,133.1815064,4,Low
20,5.84,171.16992480000002,7,Medium
25,6.66,128.60438,4,Low
25,7.12,134.1898061,3,Low
25,6.95,135.67861509999997,3,Low
25,7.49,106.13434309999998,1,Low
25,5.41,190.13309080000002,6,Medium
25,6.72,151.3707025,5,Low
20,7.78,106.5823287,3,Low
25,5.4,179.2589043,6,Medium
20,7.5,118.47826440000001,2,Low
25,7.48,102.24596109999999,1,Low
20,5.86,165.6671456,4,Low
25,7.29,132.0326022,2,Low
25,7.43,102.7218278,1,Low
25,4.69,209.0115701,8,Medium
25,4.67,208.3681315,8,Medium
20,7.02,127.40601550000001,2,Low
25,5.46,177.4814264,6,Medium
25,6.18,149.1971488,5,Low
25,4.71,197.50390480000002,8,Medium
25,4.71,201.1839757,8,Medium
20,6.06,170.8342733,3,Low
25,8.38,70.34836793,5,Low
25,7.56,110.0139783,1,Low
20,6.58,132.1327984,4,Low
25,5.68,193.8967831,5,Low
25,7.2,111.81326370000001,2,Low
25,4.74,229.4663182,8,Medium
20,7.66,113.2439297,1,Low
25,6.31,141.67762340000002,5,Low
25,5.65,165.8808653,7,Medium
20,5.02,198.3783988,8,Medium
25,7.36,106.2920307,1,Low
20,6.64,140.0786123,4,Low
25,4.72,197.68899419999997,10,Medium
25,5.06,187.3688015,8,Medium
25,4.53,232.73887259999998,10,Medium
25,6.45,145.2903275,5,Low
25,5.28,198.7164017,7,Medium
20,6.36,148.2581011,5,Low
25,7.03,132.7327496,3,Low
25,5.86,158.36369209999998,4,Low
25,5.3,187.0827435,6,Medium
20,4.61,220.5788681,9,Medium
20,7.3,120.70336470000001,2,Low
20,7.96,88.61148921,1,Low
20,6.0,152.719055,7,Medium
25,7.64,106.2422105,1,Low
25,4.68,224.64786009999997,8,Medium
20,4.59,213.4705397,9,Medium
25,5.32,200.61038180000003,7,Medium
25,7.21,130.5929612,2,Low
25,7.33,129.567624,2,Low
25,6.57,151.53240019999998,5,Low
20,6.36,147.05782319999997,2,Low
25,8.64,70.72015366,1,Low
25,4.61,208.7503721,9,Medium
25,5.67,179.6665352,5,Low
20,7.03,118.98471570000001,2,Low
25,5.23,203.537455,7,Medium
20,7.46,118.7732602,2,Low
25,7.23,119.29342040000002,2,Low
25,4.69,198.6108251,8,Medium
25,6.24,155.83032580000003,5,Low
25,6.71,136.711709,4,Low
25,6.63,155.8149273,5,Low
25,4.3,213.980911,12,High
25,7.26,127.7788311,2,Low
25,7.2,133.0151836,2,Low
20,6.45,155.85381759999999,5,Low
25,6.81,138.5921385,4,Low
20,6.75,147.3584389,4,Low
25,5.99,156.54539269999998,4,Low
25,7.52,113.4250887,1,Low
25,4.57,227.4111159,10,Medium
25,5.34,182.50383190000002,6,Medium
25,4.69,221.98027180000003,8,Medium
20,7.42,109.16154109999998,1,Low
25,8.33,75.21571389,5,Low
25,4.68,200.6860697,8,Medium
20,4.64,201.9277377,8,Medium
20,6.93,120.8397726,2,Low
25,6.99,127.57780600000001,3,Low
20,7.49,121.28419699999999,2,Low
20,5.45,185.3239624,6,Medium
25,6.5,140.9267951,5,Low
25,5.76,168.2579171,4,Low
25,7.0,125.0929608,2,Low
25,7.1,117.9391827,2,Low
25,7.29,119.6136068,2,Low
25,7.27,131.2440311,2,Low
20,7.44,100.7954121,1,Low
20,5.04,186.83722230000004,8,Medium
20,6.97,145.1805882,3,Low
20,4.56,212.08784559999998,9,Medium
25,5.45,182.0128764,6,Medium
20,8.24,88.92551379,4,Low
20,7.25,115.37711780000001,2,Low
20,6.68,147.4576476,4,Low
25,6.9,135.6410371,3,Low
25,7.48,115.44738659999999,2,Low
25,4.5,219.29733990000003,9,Medium
25,6.84,124.23683290000001,4,Low
25,4.8,211.53429959999997,7,Medium
25,6.93,127.1982983,3,Low
25,6.36,143.6924537,5,Low
25,5.2,191.6109135,7,Medium
20,4.4,219.0559122,11,High
20,5.3,179.54586919999997,6,Medium
25,5.84,174.4407955,4,Low
25,7.82,106.69633449999999,1,Low
25,4.77,203.1783342,8,Medium
25,6.74,140.4491974,4,Low
25,5.73,174.6049456,5,Low
25,8.08,91.54550475,2,Low
25,6.47,146.82376580000002,5,Low
25,6.63,149.3103596,5,Low
25,5.32,195.53813080000003,7,Medium
25,7.33,121.8166217,2,Low
25,7.81,96.60011966,4,Low
25,6.86,135.9143415,4,Low
25,7.72,100.6972599,1,Low
25,5.28,191.795254,7,Medium
25,7.04,142.7029585,3,Low
25,6.95,136.6437184,3,Low
25,6.89,142.3873518,4,Low
25,6.73,156.38527919999999,5,Low
20,7.56,109.8791817,1,Low
20,6.44,150.6946466,5,Low
25,5.52,185.0105377,8,Medium
25,5.43,182.65467180000002,6,Medium
25,4.72,235.83329359999996,9,Medium
25,4.79,210.50355209999998,7,Medium
20,6.11,173.6404689,3,Low
25,7.22,133.1130015,2,Low
20,6.76,147.3776006,4,Low
25,7.28,129.2945453,2,Low
25,6.75,125.6646366,4,Low
25,4.68,223.0590415,8,Medium
20,5.85,173.51450119999998,4,Low
25,7.2,114.45445359999998,2,Low
25,6.4,145.61013730000002,5,Low
20,5.18,180.82285280000002,8,Medium
25,5.39,174.13292619999999,6,Medium
20,6.35,168.289027,5,Low
20,4.7,232.1235437,8,Medium
25,7.14,134.2427225,2,Low
25,4.42,226.6264,11,High
25,6.91,137.7820058,3,Low
20,6.86,122.3703885,4,Low
25,7.05,126.0800747,2,Low
20,4.8,214.08430890000002,7,Medium
25,6.98,144.17613300000002,3,Low
20,5.85,178.0576056,4,Low
20,7.88,102.8989228,4,Low
25,4.62,209.251087,9,Medium
25,7.38,117.89717879999999,2,Low
20,5.99,164.2162873,4,Low
25,6.91,131.8492896,3,Low
25,5.92,182.58205719999998,4,Low
25,7.32,106.6699703,2,Low
25,4.42,213.00269159999996,10,Medium
25,8.33,73.13562045,1,Low
20,6.86,143.1652396,4,Low
25,7.6,110.37023049999999,1,Low
25,4.42,216.6488017,10,Medium
20,4.43,214.26948629999998,10,Medium
25,6.75,147.0719831,4,Low
25,7.43,118.36900449999999,2,Low
20,5.54,169.143484,8,Medium
20,5.84,159.4871211,4,Low
25,7.6,97.56555047,1,Low
25,6.13,172.9478463,3,Low
20,4.85,216.08603959999996,7,Medium
20,7.58,102.1493074,1,Low
25,7.44,124.2278455,2,Low
20,7.25,114.4176037,2,Low
25,4.58,215.794983,9,Medium
25,7.31,126.8966699,2,Low
20,7.04,135.01147959999997,3,Low
25,7.21,108.99975479999999,2,Low
25,5.98,154.7938853,4,Low
25,6.97,125.4870472,3,Low
25,6.53,163.9834876,5,Low
25,8.09,84.36408548,2,Low
25,7.78,104.4766287,2,Low
25,7.08,132.0076223,3,Low
20,7.42,124.5840545,2,Low
25,4.76,215.6928784,8,Medium
25,5.81,188.1074092,5,Low
25,6.25,148.7735257,5,Low
20,8.22,83.93241244,4,Low
25,6.94,128.0355162,3,Low
20,6.61,130.6307199,4,Low
25,6.93,120.0832518,2,Low
25,6.98,130.48332309999998,3,Low
25,7.21,130.98138329999998,2,Low
20,6.65,142.2117916,4,Low
20,7.02,125.67725520000002,2,Low
25,4.69,202.09885409999998,8,Medium
20,6.0,171.62442980000003,7,Medium
25,6.46,139.3457445,5,Low
20,7.3,122.6903604,2,Low
25,7.13,120.262826,2,Low
25,6.43,150.1551657,5,Low
25,5.42,179.7571206,6,Medium
20,6.84,136.8233378,4,Low
20,6.32,161.13972859999998,5,Low
25,8.23,77.30835744,1,Low
20,6.99,120.0830418,2,Low
25,4.83,198.77644850000001,6,Medium
20,6.43,143.9724487,5,Low
25,6.0,151.840449,4,Low
25,6.86,137.0138586,4,Low
25,5.13,204.62774069999998,8,Medium
25,6.91,133.28694779999998,3,Low
20,7.07,120.8598193,2,Low
25,6.05,181.45404219999998,4,Low
25,7.01,126.286971,2,Low
25,6.88,136.18360280000002,4,Low
20,7.21,115.7574503,2,Low
25,6.07,157.9122724,3,Low
25,4.68,213.01541,8,Medium
25,4.78,224.82108340000002,7,Medium
25,5.69,169.2601007,4,Low
25,6.9,144.01111709999998,3,Low
20,6.78,131.96382590000002,4,Low
25,7.79,104.7040286,2,Low
25,7.45,120.35370929999999,2,Low
20,6.9,130.3106535,3,Low
25,4.83,198.87254430000002,6,Medium
25,5.02,221.3089906,9,Medium
20,5.75,173.8021486,4,Low
20,6.77,127.90356580000001,4,Low
20,6.17,166.5186872,3,Low
25,6.71,138.9015471,4,Low
25,6.21,164.0256759,3,Low
25,7.53,119.33255630000001,2,Low
20,6.48,162.569231,5,Low
20,4.59,215.4189252,9,Medium
20,5.35,184.1511677,6,Medium
25,8.06,79.38737459999999,5,Low
20,7.09,135.8274174,3,Low
20,6.96,133.5375424,3,Low
20,4.75,206.1972569,8,Medium
25,6.26,152.17091269999997,5,Low
20,4.74,197.9684134,8,Medium
20,7.87,88.18643842,3,Low
20,7.44,125.3083693,2,Low
25,6.13,152.59151369999998,2,Low
25,5.36,178.13264990000002,6,Medium
25,6.83,137.6338906,4,Low
25,6.91,123.42999109999998,3,Low
25,7.55,107.5090631,1,Low
25,5.05,189.4233605,8,Medium
25,5.11,195.1234666,8,Medium
25,7.75,103.1793703,5,Low
25,5.86,164.2433581,7,Medium
20,5.77,164.9422834,7,Medium
25,6.07,175.2586353,6,Medium
20,5.07,190.31191940000002,8,Medium
25,7.39,127.4399947,2,Low
25,7.83,105.93718510000001,1,Low
20,7.53,113.45905570000001,1,Low
25,6.31,170.0094975,6,Medium
25,4.82,222.033257,7,Medium
25,5.08,201.5948688,8,Medium
25,6.25,157.71630080000003,5,Low
20,5.67,174.6656951,5,Low
25,6.78,140.5387339,4,Low
25,6.44,153.944953,5,Low
25,6.99,122.66930579999999,2,Low
20,6.35,143.2999863,5,Low
20,7.15,133.0822602,2,Low
20,5.44,177.47717749999998,6,Medium
20,5.7,201.38637769999997,5,Low
20,6.88,121.4251729,4,Low
25,5.85,168.72902209999998,4,Low
25,4.65,206.5144469,8,Medium
25,6.32,162.30206850000002,5,Low
25,5.69,177.5771671,5,Low
20,7.06,127.63134029999999,2,Low
25,6.3,147.01891899999998,5,Low
20,8.06,90.37564329,1,Low
25,4.77,208.8461045,8,Medium
25,6.96,143.2992764,3,Low
20,6.44,151.4328733,5,Low
20,7.43,103.3982623,1,Low
25,6.77,126.30679450000001,4,Low
20,7.65,104.1962308,1,Low
25,7.09,121.42920009999999,2,Low
25,7.56,101.4913588,1,Low
20,7.34,115.862765,2,Low
20,7.65,107.04597720000001,1,Low
25,4.53,224.0457716,10,Medium
25,4.75,203.7821472,8,Medium
25,5.04,190.4626472,8,Medium
25,6.87,132.8753703,4,Low
20,6.79,138.5411334,4,Low
25,6.06,157.9300853,6,Medium
20,6.69,149.86238500000002,5,Low
25,5.87,156.43849690000002,4,Low
25,4.56,210.01400189999998,9,Medium
20,6.78,148.2514196,4,Low
25,5.65,186.18952919999998,5,Low
25,7.65,100.8736053,1,Low
20,7.36,111.24908789999999,2,Low
25,4.77,206.8413044,10,Medium
20,5.31,177.1372304,6,Medium
25,4.99,189.99967769999998,8,Medium
25,4.64,243.8596824,9,Medium
25,5.01,196.7522714,8,Medium
20,6.41,156.02883899999998,5,Low
25,7.24,125.2291811,2,Low
25,8.03,88.20826786,5,Low
25,7.15,124.32554990000001,2,Low
20,4.73,208.7941356,8,Medium
25,4.79,210.7885902,7,Medium
25,5.56,175.10663380000003,6,Medium
25,5.64,166.8133175,4,Low
25,6.93,141.3810468,3,Low
20,5.27,206.6225657,7,Medium
20,4.48,227.7069586,11,High
25,7.84,97.68216020000001,1,Low
25,5.67,166.2798322,7,Medium
25,5.86,184.8269824,5,Low
25,7.9,85.89432364,2,Low
25,5.67,167.11205669999998,4,Low
25,5.74,165.3195353,4,Low
25,6.8,131.8928672,4,Low
25,7.28,109.1443525,2,Low
20,6.86,132.0670945,4,Low
20,7.59,112.9231362,1,Low
20,7.41,104.84855379999999,1,Low
25,7.21,117.4247396,2,Low
25,4.85,219.6929443,7,Medium
25,6.79,123.98011340000001,4,Low
25,7.43,116.91626229999999,2,Low
20,4.67,206.3486024,8,Medium
25,7.51,98.79857159,1,Low
25,6.04,171.57124530000002,7,Medium
25,6.32,140.9267642,5,Low
25,6.92,148.8860929,3,Low
25,4.83,206.8719821,7,Medium
20,7.5,121.32001509999998,2,Low
25,6.88,136.08229369999998,4,Low
25,6.3,156.234125,5,Low
25,6.51,134.9013077,4,Low
20,7.86,106.70204040000002,5,Low
25,6.82,123.5986993,4,Low
25,8.51,68.07663497,1,Low
20,7.42,122.2890438,2,Low
20,4.8,196.2334804,8,Medium
20,6.12,170.9533506,6,Medium
25,6.89,120.7952527,4,Low
25,7.13,128.0250215,2,Low
25,6.69,141.1362757,4,Low
25,6.63,155.97985400000002,5,Low
25,6.91,120.7118665,3,Low
20,6.45,142.38107419999997,5,Low
