review,sentiment
"""Avengers: Endgame"" is an excellent commercial movie,Marvel spent 10 years to prepare a wonderful show.Straightforward stories with a spectacular effects is good for every audiences.8.0 Great",1
"Avengers:Endgame historic performanceThis review was never about whether one should see this movie or how much money to spend. Standard, 3D, IMAX, or 4D, no matter how you see this movie it will be worth the money, regardless of whether you are a true fan or from the general population. This was further confirmed when all movie tickets were sold out 3 weeks prior to the opening weekend. But let’s talk about the enormity of this film and what Marvel just accomplished.First, this movie did not disappoint. It is very hard to contemplate a movie that will ever have as much or more anticipation than Endgame. Just think about the build up of this film. From May 2008 to April 2019, Marvel, in 21 films, introduced heros, villians, plots, side plots, family members, love interests and countless easter eggs that culminated into this film.Second, in a movie full with 10+ main characters, Marvel did an unbelievable job featuring each one and staying true to the characters we’ve all fallen in love with. This point could easily be a thesis paper for a doctoral candidate. The development and story arcs of characters, individually and collectively, in the midst of struggle and triumph is nothing short of amazing. The attention to detail and thoughtful craftsmanship is true artwork. One knock fans may have is the forced fandom moments. We have so many beloved characters but these moments comes as certain team-up pairings during the big fight that are great but also forced and stereotypical.Lastly, this movie is beauty in motion. Mainly, the movie looks and sounds wonderful. If there is one knock against the movie, the final fight at points was too dark for some of the characters. Otherwise, the final fight displays exactly what many of the DC movies have failed with, Hero power display. Marvel did such a great job of making you feel every punch, kick, hammer throw but also made you feel like you were in motion with each character (thus why I believe 4D would be very good). The sound editing is very good and the song selections in this movie help the viewers follow the emotional rollercoaster ride everyone believes they are in for.Marvel created near perfection for fans (or a near perfect ending). And the ending of this movie, isn’t even technically the finish to Phase 3 of their universe. That would be Spiderman: Homecoming coming soon. Phase 4 and 5 are also already in the works. Everyone that was a part of this movie and the first 3 phases should be applauded, but their work is not yet done because for those with the greatest power comes great responsibility.",1
"After being the 22nd movie in the franchise, it brings the series to new heights. This movie is best benefited by those who have watched most of, if not all of the Marvel films. Throwbacks and characters appear from more than last decade of movies. The acting and comedy is on point with every joke hitting perfectly and every actor showing their passion for the role. The movies set pieces are perfect with sets from past movies. The action, humor and overall story telling shows the passion that not only the Russo brothers had for this film but everyone involved. The story concludes the 22 films perfectly while also leaving character arcs open for future MCU movies. This movie deserves the praise and excites me for future MCU movies in the future. This movie is a roller coaster which can be benefited most by those who have seen many of the other marvel films. Thank you to all those involved in the production of this movie, you have created a great films!",1
"A great ending to a long-running cinematic storyline. The acting was great, and the movie's length worked to its advantage to set scenes before diving into main plot points. Robert Downey Jr.'s performance was stellar especially, and Tom Holland was especially enjoyable during the final, chaotic fight scene. It is not a perfect movie, but a great watch with a tear-jerking ending, a great end to Tony Stark's character arc.",1
Avengers: Endgame is my new favorite movie of all time! It is just amazing!,1
An epic end to over ten years of MCU movies as the arc of the Avengers comes to an end.  This movie is long and I understand it but they could have cut 30 mins. and still told the story just fine three hours just a little long.  It is a must watch for anyone who is a fan of the Marvel Universe.,1
"This movie brought me to tears; several times. When a movie cultivates that much emotion in someone, I declare it as an incredible work of art (or amazing marketing). It never ceased to entertain me and it interested me until the end. The only thing that keeps me from saying that this is the greatest movie I have ever seen, or at least of the 21st Century, is that one must watch all of the 20+ movies beforehand in order to fully feel for the characters and be encompassed by the beauty of what the MCU has come to be. All in all, I would suggest this film to anyone, Marvel fan, movie fan, or bum (because that is the only other thing you can be if you are not the other two).",1
"This movie was amazing from start to finish. It was filled with heart, action and altogether a great sense of closure. Although there were some plot holes scattered throughout the movie and slightly less Iron Man fight scenes than I would've hoped for, it still ticks practically every box that I was after and is a great sendoff to the Avengers franchise.",1
"This is a tricky one to write when many people have still not seen the film, so no worries if you are reading this, there will be no spoilers. Look for the spoilers on The 602 Club podcast next Tuesday. If you listen to my podcasts or have read this blog, you know I am not afraid to be critical of Marvel movies when I feel it is warranted. Case in point, I felt like Infinity War was, “… a mixed bag that has the effect of one being served a gourmet burger and then only being given a minute to eat it. There is so much happening, yet there’s so little pay off, leaving the audience unfulfilled, wanting a better movie and resolution. We all know the conclusion is coming in 2019, so now that the compulsory is over, we wait and wait and wait.” It was frustrating to feel this way, specifically since I just didn’t feel much about the movie, other than ambivalence and this left me trepidatious for Endgame.So with that preamble, I know you are are all waiting eagerly for my thoughts on the end of the Infinity Stone Saga…. it is satisfying. That’s really what we want after this twenty-one film, eleven year investment, right? We want to be satisfied emotionally and thankfully Endgame is everything Infinity War was not in that department. The movie will capture you from start to finish. Personally I am happy with where my favorite characters are at the end and that is enough.With the three hour run time and the contrivances to overcome Thanos, there are some issues. The movie does feel a bit long, but it also plays out better than Infinity War. Where that movie left you feeling unable to focus because there were so many characters and not a moments rest, Endgame is able to take its time. This may be it’s greatest strength, that you don’t feel rushed, you’re allowed the opportunity to care about what’s happening because you’re not being whiplashed between stories every other minute. For my book, Endgame is the poignantly satisfying conclusion to this part of the Marvel saga I wanted. It is not the perfect movie but it’s the one we deserve. Endgame is rate 4 out of 5 Cap Shields.",1
"Had so many emotions while watching this. Great ending for a generation of movies. Still, so many charaters had to stay in the background because 3-hour movie is not enough.",1
"""Avengers: Endgame"" is nothing short of a spectacle that serves as a poignant and deserving conclusion to the legendary  ""Avengers"" saga that defined a generation, not unlike ""Return of the Jedi"".",1
"Avenger's to me was a great movie, here's why, Marvel Studios brought back the nostalgia feel and them going back in time made it feel like all the OG movie's in one. The comedy was perfect for me as I myself am a funny guy.(not really) I defeintly loved the conclusion's to the character's and the scene where all your favorite hero's are together.",1
Greatest Marvel Movie ever. Infinity war was amazing but Endgame tops it no doubt.,1
"Very good overall though a little too long, the 'Time Heist' was a bit silly and some characters got too much screen time at the expense of others e.g. the awful Nebula is critical to the plot while we don't really get The Hulk.",1
"Good conclusion to an awesome sega, story was good. Action was great. At the same time the pacing was terrible. But still very good.",1
A movie that leaves a lot of emotions. Hope for the return of Iron Man and I don't know where Loki will get the infinity stone,1
"Avengers: Endgame is a fantastic and emotion conclusion to the Infinity Saga, and the beginning of the future of the MCU. Avengers: Endgame provides funny, heart-wrenching, and beautiful storytelling that's full of satisfaction. Robert Downey Jr, Scarlet Johansson, Chris Evans, and Chris Hemsworth are fantastic in their respective roles, and the return of Tom Holland, Tessa Thompson, Chadwick Boseman and others, is fantastic. This movie is for all to love and enjoy!",1
I'm interested in this amazing blockbuster movie from MCU.In the end of the line this is a good endgame for marvel...,1
"Best marvel film to come out to this date. It is extraordinary, mind boggling, you will definitely get lots of goosebumps. 10/10 for sure. If u like my review plz follow my i.g. account @waridude. If u dont like my review just follow me anyways",1
"Good, a solid movie that reconnet and offer closure to some aspects of the franchise...after about 10 years of Marvel cinematic universe it wasn't an easy task to accomplish. Kudos to that.  But It's a little inferior to Infinity war or Avengers 1:Some parts are well made but other not so much...like the majority of the humorous parts (too many and too silly). Thor and Hulk are really bad represented here.Other than that it's a must watch..the day after the movie premiere I spotted people (and tv news) in my country talking about superheroes and not about the last soccer match...for and old nerd like me It's a little revolution...and in a good way.",1
"Disclosure: I'm NOT a Marvel superfan, but I've seen all the movies, starting with Iron Man (actually, starting with Howard the Duck), and I was starting to get tired of these. However, this is a really good movie. A little bloated at 3 hours, yes, and it takes almost a full hour to really kick into gear, but they writers/director do an excellent job wrapping things up.  Some truly touching moments, and some extremely funny moments.  (""Hello Jeff Lebowsky!"") I though Capt. Marvel was given a short shrift, but I suppose that makes sense given her late entry in the series in general.  Clearly, we're not going to be seeing certain character(s) after this film, but I think it's deftly handled for maximum emotional payoff.  In my theater, there were belly laughs, cheers, and ugly cries.  Can't expect much more than that in a big budget flick, huh?",1
Pretty **** good I mean sure Black Widow died and Stark(LOVE3000)but like yknow worst case scenario they milk this franchise,1
"Avengers: Endgame. Does it live up to the hype? Yes. It takes you through a emotional rollercoaster with references sprinkled throughout, bringing you back to where it all began but has a few moments which make it just short of a 10.Captain Marvel was not needed in the movie and served as a ex machina, ruining one of the most epic scene in movie history where earth teams up to defeat thanos and destroys his spaceship in a scene that looked like a reskin of the last jedi which as we know, was not received so well. There were also some inconsistencies throughout the movie with some power scaling problems. An example is Captain America fighting past thanos and getting flung across but was able to handle his infinity gauntlet punch in infinity war? He was also able to summon mjonir because he was worthy, but if he could, why couldn't others? Thor was also seen fat but still was able to fit in his armor and time suit? I understand the material of the time suit might be flexible but armor doesn't have flexibility so we are supposed to assume he just burned fat in a day? Enough of negatives, let's get to the good parts!Throwbacks really caused me to tear up, especially the time travel back to guardians of the galaxy and original avengers as we've known them throughout all these years and movies. Humour was executed greatly in a movie with such a serious tone but worked. Occasionally throwing in jokes helps viewers recover. It is filled with fan service rewarding old fans but not alienating new fans with a simple plot and was sad to see such characters as Captain America go, seeing how they grew but passing on the torch to newcomers to the marvel franchise and I'm looking forward to see what they do next after thanos. We also continue to see the humanity of thanos and him breaking throughout the course of the MCU. We can see that he wanted to eliminate half the universe and when earth revolts, he offers a different solution but the goal stays the same, to let life live in an utopia and achieve peace which is reasonable, and how much he was willing to sacrifice, almost dying to destroy the stones themselves instead of keeping it with him as they served no purpose, showing his humanity and that he cared for people.Endgame also gave finality to the whole series when people started to say that they were the same movies over and over again and although I don't agree, I can see where they're coming from. Just hearing the theme and seeing the avengers team up for one last time was purely amazing and epic with a good ending. Having no end credit or mid credit scene might seem lazy or usual, I believe that that's intentional as they don't want it to be some opener for a bigger movie but an great end to a even greater series.Marvel, I love you 3000. 9/10",1
"Avengers Endgame is one of the very few movies that I can watch over and over again based on it's amazing story, humor and action. The final battle is the best final battle against a villain that I have seen ever. 9/10 for me.",1
Solid finish to the MCU. Glad there won't be any more movies in the franchise.Could have been a solid 10 if they cut 15 minutes of 'woke' footage.,1
"The second best superhero movie I've see, after infinity war. Takes a while to get going, lots of false finishes and trips to the past, but overall a very fine send off for iron man and captain america. Three hours long, but the time flew by. Marvel are knocking it out of the park at the moment, I can't think of a better way to find escapism at the movies.",1
"The time has come. The thrilling conclusion to the Infinity Stones saga and the Marvel Cinematic Universe as we know it. After the shocking cliffhanger in last year’s, “Infinity War”, the long year wait moved fast and slow all at the same time. Now that we are here, the questions began to flow in. Who lives? Who dies? What happens to the world? All of these questions and more are answered but not in the way you might think or in the most understandable way. The film opens up with Tony Stark (Robert Downey Jr.) free-floating in space on the Guardians spacecraft with Nebula (Karen Gillian) after the snap from Thanos (Josh Brolin) and losing Spider-Man (Tom Holland), Peter Quill (Chris Pratt), and Drax (Batista) on Thanos home planet, Titan. Some humor is added to the mix with both Tony and Nebula playing a game of paper football while waiting for life support to fail. This leads to a monologue with Tony recording a message to Pepper (Gywneth Paltrow) through his helmet. After that, it looks like he is close to death. But, a orange glow overtakes the ship and it’s Captain Marvel (Brie Larson)  to the rescue. From there, they are reunited with the team that remains. Fast forward a bit and now they find Thanos, thanks to Nebula. The stones have been destroyed and Thor beheads him. What do our heroes do? Five years later and still no results. The movie petals along for a good solid hour with our heroes trying to find different theories until they realize that time travel is the only option. The first hour of this film does tend to move a bit slower then you traditional Marvel film. We are treated to a very depressing and somber tone with giving each character their moment and what they have been doing over the last five years. The biggest moment by-far is given to Thor (Chris Hemsworth). Beer and time have not been kind to him. Yes that’s what I said, beer. I don’t want to give it away but his appearance generated some of the theater’s funniest laughs. I was glad in this sequence to see a few characters from “Thor: Ragnorak” make a return appearance and see that they are alright. I was really surprised how many laughs were in this film considering where the story is at this time. I think there may have been almost too much funny going on here at times but that may have been just because of the audience that was with me in the theater. Petaling along, we are treated to all of the avengers splitting off into different times to locate all of the stones before Thanos gets them. These were some great sequences and it was great to see some old familiar people from past Marvel films and callbacks to the first avengers film. Time travel is a key part for the whole last two hours of this film and while things to make sense at times, there are also many different plot holes I found too. Some time travel events don’t exactly match up with previous time rules we have seen in other films or what common sense would tell you in these situations. It leads to some convoluted and messy things that still are a bit bothersome especially when five years have passed and at the end of the film, Peter Parker goes back to high school and sees his friend,  Ned (Jacob Batalon). How did high school resume for them when five years have passed? I am hoping this is answered in the upcoming “Spider-Man: Far From Home”. The final battle of this film is quite the epic spectacle. Not as big as some of the reviews were hinting because I still believe in the big picture of things that the battles in the previous film were a bit better. Although the moment where all of the avengers assemble here is quite the goosebumps moment. The CGI is nearly flawless in the film with only some moments in the final battle looking a little too green screen. There are a couple of deaths in the film. One of them I was expecting and another not so much. I won’t tell you here but the one I was expecting gets a proper sendoff and it is a good farewell that feels right. I am also pleased that Captain America gets the ending that I always wanted. It’s exactly what I predicted and if you listen to mine and Jason Kobasic’s podcast on the previous film and our first part of the Marvel Cinematic Universe recap, you will know what I mean. This film bookends just about every thread from the previous 21 Marvel films. It couldn’t have been an easy task for the filmmakers to put that together and create something special. They did and everything comes together real nice in the final moments and I loved the final shot. It  put a smile on my face and felt very satisfied. I still like “Infinity War” a tad bit better then this one but this is still a great addition and an epic conclusion to these first three phases. Bravo Marvel and we will see you in Phase four and beyond. Grade: B+",1
"As much as I would love to, I don’t want the current generation of MCU's characters to end. We all loved Robert Downey's Ironman, Chris Evans’ Captain America, and they left a mark in our hearts that can never be replaced. I will root for the next phase of MCU movies, but I don’t think it will have the same allure as the first one.",1
"Masterpiece? Not at all.But it's definitely a satisfying conclusion. The movie has flaws, but there so many good things about it, especially the last chapter, i got goosebumps like never before :)I definitely recommend it!",1
"""Avengers: Endgame"" is probably one of Marvel's best movies yet. It starts out with Tony Stark (Iron Man) and Nebula stranded in space. He sends out a distress call, and Captain Marvel (Who, I admit, is too overpowered) saves them both. They soon return to Earth, where the remaining Avengers, are there. They later find out that Thanos is using the infinity stones to destroy the tones themselves. After a little talking, Thor, who is angry since half of the universe is dead because he didn't go for the head, has enough of Thanos' voice and abruptly chops off his head. 5 years later, all the Avengers are split up and depressed. Suddenly, though, Ant Man gets released from the quantum realm by accident. He gets excited and tells the Avengers that they can do time travel since the quantum realm is a dimension that can slow or speed up time. He eventually gets all  the Avengers to get the Avengers to come except one. Thor. They travel to New Asgard and find that his home is invaded by a fat, drunk man, who is Thor himself. They eventually convince him to join them by saying ""there's wine on the ship."" Anyways, they fired up the time portal, and off they went. They all succeeded in getting all the stones back, except for Nebula's team. She get's spotted by the 2012 Thanos, Gamora, and Nebula herself from the past. Thanos finds out his future and launches an attack on the Avengers, who have all 6 infinity stones. Eventually, the Avengers snap before Thanos comes. It takes a while, but eventually, Thanos comes. Gamora has small talk with Nebula from the future, and Nebula tells everthing that has happened between 2012 through present day. She stops the Nebula from 2012, who has a desire to impress Thanos, and shoot her. Thanos brings an army of soldiers and ships, who have many more monsters inside, but then all the Avengers that have been snapped away by Thanos in INFINITY WAR come back from the Quantum Realm. They have an epic fight, and the makeshift infinity Gauntlet falls from the hand of Thanos. it becomes like a football game after Peter Parker picks it up and plays keep away. The movie comes to a climatic end when Tony Stark gets the gauntlet and snaps away thanos and his army, which kills him. Then, after Tony's funeral, Captain America puts the stones away. When comes back, he is very old, since while in the quantum realm, he met the love of his life.Overall, this was a really good movie with a lot of juicy details and battles, using the topic of time travel, and having the same old general humor that the Marvel characters have.",1
"This review contains spoilers...For a 3 hour movie there is surprisingly little action. Central characters like Thor and the Hulk did hardly anything and were just lame. Captain Marvel was supposed to be their knight in shining armour but she was hardly in it at all and at the end fails to best Thanos one on one, even though she's just blasted through the middle of a giant space cruiser. I really thought she would be his downfall. If you're going to hype her up that much, make sure she's really a solid element of the film. Too much dialogue, too many sentimental moments. Ending it on Tony's Stark's funeral was just a downer when really you wanted some real cathartic, happy times after the bleakness of Infinity War. It's not even clear how Stark gets the stones from Thanos as one minute they're lodged in this glove and then next minute Stark has them without you even knowing why. Annoying that Black Widow has to die and they couldn't figure out another way to get the soul stone. Hawkeye's rage filled murdering spree near the beginning feels kind of forced and weird. Stupid humour that went way over the top, like Thor becoming a complete loser. It was funny for the first five minutes but when you realised how much they'd nerfed his powers you just felt disappointed, especially after how badass he was in Ragnarok. He was almost discounted from contributing altogether and was just pathetic. Stark's banter with his daughter was just cringey. Why did hulk wearing the infinity gauntlet for 10 seconds manage to restore the earth again? That wasn't explained but maybe I missed it. This always happens, when the hype is so high things go the other way. Captain Marvel's movie was dire as well. For me, although DC have a worse track record, Marvel still haven't topped Wonder Woman. Their new joker movie looks top notch too. Just hoping Guardians 3 is good.",-1
"After enjoying Infinity War tremendously last year, I was quite shocked how mediocre and boring Endgame had become in comparison. Marvel movies really start to fail my expectations and I need a break from them.",-1
"Speaking of Gomorrah, seeing her again was great, but they wasted it. TBH, Nebula was great and the stark contrast in the progression of her character, from her interactions with Tony at the very beginning to her and Gomorrah on Thanos’s ship, was really compelling. However, Gomorrah really disappointed me. She has so much depth and tension in her character and they explored it really well in Infinity War, when Quill tried to kill her, and in Guardians of the Galaxy, but in this one, she changed her mind about her father REAL quick and OFF SCREEN and was really a throwaway character despite the fact that her death was one of the true deaths of infinity war and one of the most beautifully tragic moments for Thanos and humanized him. If they aren’t going to bring her back and give her a real touching moment, then just give her an Easter egg like with Loki and Thor, which was a great moment and really hit the nostalgia. Which brings me to the biggest plot confusion of the movie, which I was thinking about the entire time - isn’t it really hard for a human to hold an infinity stone? They made a huge **** deal about it in Guardians of the Galaxy, and they talked mad **** about how powerful they were, and yet all 13 of the **** were tossing them around like nothing?Furthermore, giving the Hulk the first snap is a **** disgrace, but I’m biased because I hate the Hulk. Bruce and the Hulk combined, great for him, is an obvious culmination of the entire Hulk storyline as a final resolution to his constant warring over the two halves of him, but he’s not a compelling character, he has no depth and he’s pretty **** useless in battle, but he got the snap and survived because he’s super strong!!!! At that point in the movie I was thinking that the director’s were just like “let’s just give them all something so we can end this **** series and move the **** on”. On an aesthetic note, one thing that I thought was so great about Thor Ragnorak and Infinity War were the great, artistic, and cinematic moments when some big, movie changing **** was happening (Thor’s lightning scene jesus **** But Hulk’s snap was in that white ass, clinically lit room in such a tight shot, and you only know it worked because of **** Hawkeye, whose wife is calling him, who once again I will say I don’t give a singular **** about. It just seemed such a far cry from Thanos’s snap moment, and Iron Man’s final snap which were given the time and artistry that they deserved, considering they were LITERALLY movie changing scenes. Speaking of important, climactic scenes scenes, I feel like Captain Marvel wasn’t wonderfully incorporated. She seems to be a very divisive character, from people hating her standalone movie to the rumors that the cast hated Brie Larson, but honestly, if she could knock Thanos out and give him a fair fight, where was she this whole time? She is literally supposed to be the most powerful being in the universe, and she was on the sidelines for the majority of this movie. I will admit there were great scenes, like any Tony/Peter interaction and Cap finally getting his dance with Peggy. These are things that the fans of the MCU have probably been asking for since forever, and getting these moments was quite satisfying. However, Cap being able to wield Thor’s hammer, which happens in the comics and is quite a popular demand of the Russo brothers, was not well explained. Especially with all the **** that Thor went through, giving up this moment for him was a little bit devastating for a Thor fan, and ultimately made me feel like this movie did him SO **** DIRTY. Obviously that moment has its fans and it was pretty well done cinematically, but if Cap is holding Mjolnir, he has the power of Thor, making Thor pretty extraneous in this movie. Also, when was he deemed worthy (tbh I don’t love Cap and knowing all the **** Thor went through to get Mjolnir back when he wasn’t worthy it feels a little bit quick/rushed/convenient/lazy). I think that they could have left many things out (them listing time travel movies, as funny as that is, was at least 5 minutes of my life I could have gotten back) in favor of spending more time developing our last moments with these original Avengers that have shaped our modern conception of superheroes. I went in with incredibly high expectations, and this movie fell quite short of them, but honestly, it gave a lot of lip service to what the fans wanted, to a point where the movie just felt like funny clips strung together by a flimsy plot line. And it was a funny movie - to a point where every serious or dark or tragic movie was almost immediately undercut with levity. Ultimately I think this movie had to do too much and didn’t have the time or bandwidth to do it all perfectly, and I’ll miss all the original Avengers despite the failings of this movie. [2/2]",-1
"I'm disappointed. The script is poor. A few characters are absurdly marginalized, others were forced into the plot. There are clear inconsistencies. The ending is rushed.",-1
"Crazy disappointing is probably the best way I can describe this movie. I feel like giving it a 2, but to be fair a 6 is probably what it deserves. The reason I feel like giving this movie such a low score is because it was so hyped for so long building anticipation and then totally mailing it in. I admit I am a huge comic book fan and because of this I have seen every MCU movies with the exception of only making it about 75% of the way through Captain Marvel. I have become much more lenient on expecting movies to follow comic book plots and even encouraged change if I thought it was for the better. In this case they had a perfect example to adapt from in Jim Starlin's Infinity Gauntlet series. I already knew from the first part IW and due to contractual obligations these movies would be much different from the comics, but I was not expecting this. This movie throws away all the awesome scenes from the comic to replace them with lame callbacks to old movies, dragging characters through the mud like Thor and Hulk and setting things up for the ANAD Marvel characters in the future which are the worst of all the comic characters (Thanks Disney). The time travel plot was lame poorly executed and riddled this thing with plot holes. Most of the movie was boring and I felt no emotional investment. Characters I have loved fro more than 20 years died or had their final big moments in this film and I felt nothing because it was so poorly executed. I am not arrogant enough as a comic book fan to say I will never watch another MCU movie again with some of my favorite characters like Doctor Doom and the X-men joining, but I plan on skipping a lot of these until they prove to me they have their **** together.",-1
women going to war are funny part scene.  and ironman dying is the best part. thanks u.,-1
"I don't like these disney-marvel movies, I prefer batman of burton and nolan , and spiderman of raimi.",-1
"As always great action and visuals, terrible plot and storytelling. I'm really disappointed they went the time travel route, it's one of the cheapest storytelling devices, especially when it's used in a completely unoriginal way like this.",-1
The first half of the film was boring and the second half was not as good as the first Avenger films or as Guardians of the Galaxy.,-1
"As always great action and visuals, terrible plot and storytelling. I'm really disappointed they went the time travel route, it's one of the cheapest storytelling devices, especially when it's used in a completely unoriginal way like this.",-1
Expected ending....mixed storyline without proper starting and ending character stories...and what the hell captain marvel did ,-1
"Major plotholes, terrible pacing, long movie for no reason(could've been 2 hours easily),  Hulk is Yamcha, forced characters, crapped on Thor, many casuals didn't care for the Stan Lee cameo, cheap drama tricks, etc. Over done time travel story with plotholes. The only redeeming factors being a few decent jokes, The first 20 minutes and last 30 minutes.Extremely overhyped and really just for the casual Marvel audience. Two extra hours of lame fan service. Disappointing. If I was new to Marvel I understand why it's big but I'm not. It's generic if anything.",-1
Avengers Endgame was the biggest waste of time I’ve ever spent in a movie theatre. The entire movie is boring except for about the last 20 minutes. The writing is horrible and everything is explained through pure luck and **** Sounds like they forced Thanos to lose in every possible way. Wouldn’t recommend this movie to anyone unless they wanted to see how **** a movie can still be despite having an outstandingly high budget.,-1
"Complete mess, shoehorned everything but the kitchen sink, and destroyed a golden path laid out by Infinity War, bits were really good but over all it is nothing but a word minced maze of lack of imaginations colliding. Been marvel my whole life, and now with this i am not. Thanks for nothing.",-1
